Year ,Month ,RATED KW,VOLTS ,RATED AMP,TESTING AMP,TEMPERATURE,HUMIDITY ,Fault 
2017,December,45,335,81,27,9278.66,4754.90,Water Penetrater
2017,December,0.75,234,2.1,1.5,6.24,3.20,Bearing Jam
2017,December,0.18,400,1,0.5,1.41,0.72,Bush Jam
2017,December,5.5,206,10.8,5,164.95,84.53,Phase Missing
2017,December,0.9,270,0.61,0.2,0.53,0.27,Insulation Weak
2017,December,0.4,307,3,1.2,12.73,6.52,Over Load
2017,December,0.25,201,0.87,0.7,1.07,0.55,Water Penetrater
2017,December,0.25,373,0.87,0.7,1.07,0.55,Water Penetrater
2017,December,0.15,348,0.68,0.4,0.65,0.34,Over Load
2017,December,3,239,6.8,2.5,65.39,33.51,Water Penetrater
2017,December,3,245,6.47,3.9,59.20,30.34,Winding Short
2017,December,3,270,6.47,4,59.20,30.34,Winding Short
2018,January,0.55,217,1.3,0.9,2.39,1.22,Winding Short
2018,January,9,363,18.2,10.2,468.44,240.06,Water Penetrater
2018,January,9.2,225,19,7.6,510.53,261.62,Water Penetrater
2018,January,0.12,328,0.54,0.2,0.41,0.21,Insulation Weak
2018,January,0.06,389,0.3,0.1,0.13,0.07,Over load
2018,January,1.1,233,2.7,1.3,10.31,5.28,Bearing Damage
2018,January,0.08,384,0.36,0.27,0.18,0.09,Insulation Weak
2018,January,2.2,329,4.35,2.2,26.76,13.71,Water Penetrater
2018,January,0.08,321,0.36,0.25,0.18,0.09,Bearing Jam
2018,January,,284,,3,0.00,0.00,Winding Short
2018,January,0.08,277,0.36,0.2,0.18,0.09,Winding Short
2018,January,0.08,372,0.36,0.21,0.18,0.09,Insulation Weak
2018,January,0.08,216,0.36,0.21,0.18,0.09,Bearing Jam
2018,January,1.1,231,2.13,1.7,6.42,3.29,Over load
2018,January,0.08,345,0.36,0.21,0.18,0.09,Bearing Jam
2018,January,3,370,6.5,3.2,59.75,30.62,Water Penetrater
2018,January,1.75,324,3.4,2.2,16.35,8.38,Winding Short
2018,February,0.75,338,4,1.5,22.63,11.60,Water Penetrater
2018,February,0.75,305,2.1,1.9,6.24,3.20,Bearing Damage
2018,February,,350,,0.1,0.00,0.00,Insulation Weak
2018,February,0.373,370,2,0.9,5.66,2.90,Over load
2018,February,0.75,340,4,1.5,22.63,11.60,Water Penetrater
2018,February,1.5,361,3.65,1.6,18.84,9.66,Bearing Damage
2018,February,0.15,363,0.68,3.4,0.65,0.34,Bearing Jam
2018,February,0.12,397,0.54,0.3,0.41,0.21,Bush Jam
2018,February,0.55,254,1.53,0.8,3.31,1.70,Water Penetrater
2018,March,0.45,214,1.5,0.9,3.18,1.63,Phase Missing
2018,March,1.1,385,2.13,1.7,6.42,3.29,Over load
2018,March,0.75,224,5.5,2.5,42.78,21.92,Over load
2018,March,0.15,229,0.68,0.39,0.65,0.34,Bearing Jam
2018,March,2.2,352,4.6,2.2,29.92,15.34,Water Penetrater
2018,March,0.08,332,0.36,0.21,0.18,0.09,Insulation Weak
2018,March,0.15,233,0.68,0.39,0.65,0.34,Insulation Weak
2018,March,3,323,6.5,3.2,59.75,30.62,Water Penetrater
2018,March,0.75,369,5.5,2.5,42.78,21.92,Over load
2018,March,3,351,6.5,3.2,59.75,30.62,Water Penetrater
2018,March,0.4,353,3,1.2,12.73,6.52,Over Load
2018,March,1.1,222,2.7,1.7,10.31,5.28,Over load
2018,March,,279,,0.1,0.00,0.00,Insulation Weak
2018,March,,236,,,0.00,0.00,Winding Burst
2018,March,,276,,,0.00,0.00,Winding Burst
2018,March,,216,,,0.00,0.00,Winding Burst
2018,March,2.2,212,4.6,2.3,29.92,15.34,Winding Burst
2018,March,0.06,293,0.3,0.1,0.13,0.07,Insulation Weak
2018,March,1.1,316,2.7,1.5,10.31,5.28,Over load
2018,March,0.08,255,0.36,0.21,0.18,0.09,Over load
2018,April,0.12,384,0.56,0.28,0.44,0.23,Insulation Weak
2018,April,1.5,337,3.3,1.9,15.40,7.89,Phase Missing
2018,April,0.75,354,1.97,0.9,5.49,2.81,Over load
2018,April,0.06,379,0.27,0.1,0.10,0.05,Over load
2018,April,7.5,354,15.6,7.6,344.16,176.37,Insulation Weak
2018,April,0.4,356,1.3,0.8,2.39,1.22,Insulation Weak
2018,April,1.7,262,3.6,1.7,18.33,9.39,Water Penetrater
2018,April,1.1,207,2.7,2.2,10.31,5.28,Over load
2018,April,0.12,380,0.56,0.28,0.44,0.23,Insulation Weak
2018,April,0.9,286,0.61,0.2,0.53,0.27,Bearing Jam
2018,May,0.37,334,1,0.4,1.41,0.72,Bearing Damage
2018,May,3,315,6.5,3.3,59.75,30.62,Water Penetrater
2018,May,,331,,,0.00,0.00,Jam
2018,May,3,273,6.5,1.8,59.75,30.62,Water Penetrater
2018,May,0.12,377,0.54,0.28,0.41,0.21,Bearing Jam
2018,May,0.12,264,0.54,0.3,0.41,0.21,Bearing Jam
2018,May,,302,,0.1,0.00,0.00,Insulation Weak
2018,May,1.1,246,2.13,1.7,6.42,3.29,Over load
2018,May,,291,,0.8,0.00,0.00,Over load
2018,May,7.5,395,14.8,3.4,309.77,158.74,Over load
2018,June,5.5,400,12.6,4,224.52,115.06,Phase Missing
2018,June,0.75,328,7,3,69.30,35.51,Water Penetrater
2018,June,3,307,6.2,2,54.36,27.86,Water Penetrater
2018,June,0.75,291,4.9,2.8,33.96,17.40,over Load
2018,June,,273,,0.2,0.00,0.00,over Load
2018,June,0.37,225,3,1.7,12.73,6.52,over Load
2018,July,5.5,298,11.2,5,177.40,90.91,Shaft Damage
2018,July,0.05,201,0.49,0.2,0.34,0.17,Over Load
2018,July,0.08,306,0.36,0.21,0.18,0.09,Over Load
2018,July,0.08,370,0.36,0.22,0.18,0.09,Over Load
2018,July,,329,,2,0.00,0.00,Water Penetration
2018,July,0.08,389,0.36,0.25,0.18,0.09,Over Load
2018,July,0.08,329,0.36,0.25,0.18,0.09,Over Load
2018,July,0.55,376,1.6,0.5,3.62,1.86,Over Load
2018,July,0.75,274,1.97,0.8,5.49,2.81,Over Load
2018,July,0.75,309,1.97,0.8,5.49,2.81,Over Load
2018,July,3,311,6.5,1.9,59.75,30.62,Water Penetration
2018,July,0.37,270,3,1.7,12.73,6.52,over Load
2018,July,0.55,329,1.5,1.2,3.18,1.63,Over load
2018,July,1.1,397,2.13,1.7,6.42,3.29,Cover Housing Damage
2018,July,0.06,369,0.27,0.09,0.10,0.05,Bearing Damage
2018,July,0.12,399,0.54,0.2,0.41,0.21,Over Load
2018,July,0.12,324,0.54,0.3,0.41,0.21,Cover Housing Damage
2018,July,55,348,103,7.26,15003.39,7688.57,Phase Missing
2018,July,5,289,7.1,3,71.29,36.53,Bearing Damage
2018,July,,343,,0.4,0.00,0.00,Over Load
2018,July,,350,,0.1,0.00,0.00,Over Load
2018,July,0.4,370,3,0.9,12.73,6.52,Over Load
2018,August,0.08,322,0.36,0.21,0.18,0.09,Over Load
2018,August,0.06,315,0.27,0.26,0.10,0.05,Bearing Damage
2018,August,0.75,207,1.97,0.9,5.49,2.81,Over Load
2018,August,0.06,348,0.27,0.19,0.10,0.05,Over Load
2018,August,2.2,362,3.8,1.3,20.42,10.46,Phase Missing
2018,August,0.08,235,0.36,0.22,0.18,0.09,Over Load
2018,August,0.08,252,0.36,0.19,0.18,0.09,Over Load
2018,August,0.08,215,0.36,0.22,0.18,0.09,Over Load
2018,August,1.1,230,2.6,1.7,9.56,4.90,Over load
2018,August,0.4,392,3,0.9,12.73,6.52,Over Load
2018,August,0.4,233,3,0.9,12.73,6.52,Over Load
2018,August,0.08,329,0.36,0.25,0.18,0.09,Over Load
2018,August,0.9,371,0.61,0.2,0.53,0.27,Bearing Jam
2018,August,0.9,279,0.61,0.2,0.53,0.27,Bearing Jam
2018,August,,342,,1.3,0.00,0.00,Over Load
2018,August,9,307,18.2,9.6,468.44,240.06,Water Penetration
2018,September,0.06,296,0.27,0.26,0.10,0.05,Bearing Damage
2018,September,,324,,0.1,0.00,0.00,Bearing Damage
2018,September,2.2,201,4.6,1.6,29.92,15.34,Water Penetration
2018,September,1.75,360,3,1.3,12.73,6.52,Over Load
2018,September,0.9,262,0.61,0.2,0.53,0.27,Bearing Jam
2018,September,3,336,6.8,2.6,65.39,33.51,Bearing Damage
2018,September,0.9,369,0.61,0.2,0.53,0.27,Bearing Jam
2018,September,0.08,370,0.36,0.19,0.18,0.09,Bearing Jam
2018,September,2.2,208,4.6,2.1,29.92,15.34,Water Penetration
2018,September,1.1,212,2.6,0.9,9.56,4.90,Over load
2018,September,0.08,363,0.36,0.21,0.18,0.09,Over Load
2018,September,0.75,304,1.9,0.8,5.11,2.62,Bearing Jam
2018,September,0.08,245,0.36,2.7,0.18,0.09,Over Load
2018,September,0.12,288,0.54,0.3,0.41,0.21,Over Load
2018,September,0.12,243,0.54,0.38,0.41,0.21,Cover Housing Damage
2018,September,,231,,0.1,0.00,0.00,Bush Jam
2018,September,0.08,297,0.36,2.9,0.18,0.09,Over Load
2018,September,3,225,6.8,2.4,65.39,33.51,Water Penetration
2018,October,0.15,318,0.68,0.39,0.65,0.34,Bearing Jam
2018,October,0.15,283,0.68,0.39,0.65,0.34,Bearing Jam
2018,October,0.8,383,,0.4,0.00,0.00,Bush Jam
2018,October,0.15,290,0.68,0.39,0.65,0.34,Bearing Jam
2018,October,0.9,279,0.61,0.2,0.53,0.27,Bearing Jam
2018,October,0.9,220,0.61,0.2,0.53,0.27,Bearing Jam
2018,October,18.5,278,34.5,9,1683.27,862.60,Water Penetration
2018,October,0.15,336,0.68,0.33,0.65,0.34,Bearing Jam
2018,October,1.75,350,3.9,3,21.51,11.02,Water Penetration
2018,October,0.15,235,0.68,0.33,0.65,0.34,Rotor Shaft Damage
2018,October,,399,,1.2,0.00,0.00,Bearing Jam
2018,October,4.4,212,8.3,2.3,97.43,49.93,Insulation Weak
2018,October,0.12,314,0.54,0.3,0.41,0.21,Bush Jam
2018,October,,366,,0.8,0.00,0.00,Bearing Jam
2018,October,,201,,1.2,0.00,0.00,Bearing Damage
2018,October,4,377,8.2,4.5,95.09,48.73,Bearing Jam
2018,October,7.5,205,15,7,318.20,163.06,Bearing Damage
2018,October,15,242,26.3,8,978.20,501.28,Water Penetration
2018,November,0.75,363,5,3,35.36,18.12,Over Load
2018,November,0.25,303,0.8,0.5,0.91,0.46,Bearing Damage
2018,November,0.37,332,3.1,1.5,13.59,6.96,Over Load
2018,November,0.08,234,0.36,0.31,0.18,0.09,Insulation Weak
2018,November,3,229,6,3.3,50.91,26.09,Water Penetration
2018,November,3.7,335,5.1,2.3,36.78,18.85,Over Load
2018,November,0.08,230,0.36,0.31,0.18,0.09,Bearing Jam
2018,November,3.7,399,7.5,2.3,79.55,40.77,Phase Missing
2018,November,3,223,6.2,2.3,54.36,27.86,Bearing Damage
2018,November,0.08,242,0.36,0.33,0.18,0.09,Insulation Weak
2018,November,0.4,366,3,1.6,12.73,6.52,Over Load
2018,November,0.08,357,0.36,0.33,0.18,0.09,Over Load
2018,November,2.2,383,4.6,1.9,29.92,15.34,Over Load
2018,November,0.08,278,0.36,0.31,0.18,0.09,Bearing Jam
2018,November,1.75,347,3.5,1.9,17.32,8.88,Water Penetration
2018,November,,299,,0.27,0.00,0.00,Bearing Jam
2018,November,3,377,6.2,2.4,54.36,27.86,Bearing Damage
2018,November,,250,,0.24,0.00,0.00,Insulation Weak
2018,November,3,387,6.2,2.6,54.36,27.86,Over Load
2018,December,11.6,331,28.4,1,1140.65,584.53,Over Load
2018,December,0.08,330,0.36,0.3,0.18,0.09,Bearing Jam
2018,December,0.08,205,0.36,0.3,0.18,0.09,Bearing Jam
2018,December,,326,,0.28,0.00,0.00,Over Load
2018,December,0.9,245,0.61,0.21,0.53,0.27,Bearing Jam
2018,December,,324,,0.8,0.00,0.00,Bearing Jam
2018,December,0.08,207,0.36,0.3,0.18,0.09,Bearing Jam
2018,December,0.08,216,0.36,0.3,0.18,0.09,Insulation Weak
2018,December,0.08,341,0.36,0.3,0.18,0.09,Bearing Jam
2018,December,5.5,286,10.8,4,164.95,84.53,Insulation Weak
2018,December,1.1,362,2.13,1.7,6.42,3.29,Over Load
2018,December,,338,,,0.00,0.00,Insulation Weak
2019,April ,0.12,397,0.54,0.3,0.41,0.21,Bush Jam
2019,April ,0.9,309,0.61,0.21,0.53,0.27,Bearing Jam
2019,April ,0.4,223,3,1.3,12.73,6.52,Bearing Jam
2019,April ,0.9,345,0.61,0.2,0.53,0.27,Bearing Jam
2019,April ,,226,,0.21,0.00,0.00,Over Load
2019,April ,3,224,6.2,3.4,54.36,27.86,Water Penetration
2019,April ,,398,,0.3,0.00,0.00,Over Load
2019,April ,3,344,6.2,3.4,54.36,27.86,Water Penetration
2019,April ,0.06,397,0.12,0.9,0.02,0.01,Insulation Weak
2019,April ,0.08,256,0.36,0.34,0.18,0.09,Insulation Weak
2019,April ,0.08,392,0.36,0.34,0.18,0.09,Bearing Jam
2019,April ,0.12,254,0.54,0.41,0.41,0.21,Bush Jam
2019,April ,15,241,29.4,14.4,1222.39,626.42,Water Penetration
2019,April ,0.08,242,0.36,3.1,0.18,0.09,Insulation Weak
2019,April ,1.1,394,2.13,1.7,6.42,3.29,Over Load
2019,April ,0.12,391,0.54,0.43,0.41,0.21,Insulation Weak
2019,April ,0.08,258,0.36,3.1,0.18,0.09,Insulation Weak
2019,April ,0.08,225,0.36,3.4,0.18,0.09,Insulation Weak
2019,April ,1.1,238,2.13,1.7,6.42,3.29,Over Load
2019,April ,1.1,319,2.13,1.7,6.42,3.29,Over Load
2019,April ,,366,,1.8,0.00,0.00,Phase Missing
2019,April ,0.12,277,0.54,0.4,0.41,0.21,Insulation Weak
2019,April ,1.1,320,2.13,1.8,6.42,3.29,Over Load
2019,April ,3,364,6.2,3.5,54.36,27.86,Water Penetration
2019,April ,0.37,336,0.96,0.7,1.30,0.67,Insulation Weak
2019,April ,0.12,381,0.54,,0.41,0.21,Insulation Weak
2019,April ,1.1,259,2.13,1.7,6.42,3.29,Over Load
2019,April ,0.06,397,0.12,0.9,0.02,0.01,Insulation Weak
2019,April ,0.4,282,3,1,12.73,6.52,Over Load
2019,April ,0.4,285,3,,12.73,6.52,Insulation Weak
2019,April ,0.9,230,0.61,0.2,0.53,0.27,Over Load
2019,May ,0.55,377,1.47,1,3.06,1.57,Over Load
2019,May ,0.9,391,0.61,0.2,0.53,0.27,Over Load
2019,May ,2.2,351,4.6,2,29.92,15.34,Water Penetration
2019,May ,0.08,318,0.36,0.34,0.18,0.09,Insulation Weak
2019,May ,0.4,302,3,,12.73,6.52,Insulation Weak
2019,May ,0.08,372,0.36,0.32,0.18,0.09,Insulation Weak
2019,May ,0.06,315,0.3,0.4,0.13,0.07,Insulation Weak
2019,May ,45,234,79.4,10,8915.71,4568.91,Phase Missing
2019,May ,0.55,325,4,1.6,22.63,11.60,Over Load
2019,May ,0.12,319,0.54,0.47,0.41,0.21,Bearing Jam
2019,May ,0.55,398,2.6,1.6,9.56,4.90,Over Load
2019,May ,,309,,4,0.00,0.00,Phase Missing
2019,May ,0.08,346,0.34,0.34,0.16,0.08,Insulation Weak
2019,May ,0.57,203,4,2.4,22.63,11.60,Over Load
2019,May ,0.04,388,0.3,0.14,0.13,0.07,Insulation Weak
2019,May ,2.2,308,4.6,1.7,29.92,15.34,Water Penetration
2019,May ,0.55,252,2.6,1.6,9.56,4.90,Over Load
2019,May ,,233,,3,0.00,0.00,Insulation Weak
2019,June ,1.75,230,3.6,2,18.33,9.39,Water Penetration
2019,June ,0.55,208,1.6,1.1,3.62,1.86,Water Penetration
2019,June ,0.57,382,4,2.8,22.63,11.60,Water Penetration
2019,June ,30,324,57,17.2,4594.78,2354.62,Over Load
2019,June ,0.37,333,1.2,0.8,2.04,1.04,Over Load
2019,June ,0.75,252,5,3,35.36,18.12,Over Load
2019,June ,,297,,0.12,0.00,0.00,Insulation Weak
2019,June ,0.55,314,1.6,1,3.62,1.86,Over Load
2019,June ,0.55,377,1.6,1,3.62,1.86,Over Load
2019,June ,2.2,254,4.6,1.9,29.92,15.34,Water Penetration
2019,June ,,314,,1.7,0.00,0.00,Water Penetration
2019,June ,,269,,,0.00,0.00,Insulation Weak
2019,June ,1.1,378,2.4,1.8,8.15,4.17,Over Load
2019,June ,,216,,1.7,0.00,0.00,Water Penetration
2019,June ,,292,,0.8,0.00,0.00,Over Load
2019,June ,0.75,255,2.4,0.6,8.15,4.17,Over Load
2019,June ,0.37,344,1.2,0.6,2.04,1.04,Over Load
2019,June ,0.37,209,3,1.5,12.73,6.52,Over Load
2019,June ,,384,,0.12,0.00,0.00,Insulation Weak
2019,June ,0.75,313,5,3.2,35.36,18.12,Over Load
2019,June ,0.75,267,2.4,0.6,8.15,4.17,Over Load
2019,June ,,234,,0.7,0.00,0.00,Over Load
2019,June ,,292,,,0.00,0.00,Insulation Weak
2019,June ,3.7,221,7.6,3,81.68,41.86,Phase Missing
2019,June ,132,240,2950,,12307193.53,6306889.21,Bearing Damage
2019,June ,,335,,,0.00,0.00,Insulation Weak
2019,June ,,348,,1.7,0.00,0.00,Water Penetration
2019,July ,0.18,331,0.25,0.15,0.09,0.05,Over Load
2019,July ,0.08,305,0.34,0.28,0.16,0.08,Insulation Weak
2019,July ,2.2,231,4.6,2.4,29.92,15.34,Phase Missing 
2019,July ,,399,,,0.00,0.00,Over Load
2019,July ,,386,,0.12,0.00,0.00,Insulation Weak
2019,July ,2.2,282,4.51,2.4,28.77,14.74,Over Load
2019,July ,0.55,330,1.6,0.8,3.62,1.86,Over Load
2019,July ,0.12,323,0.45,0.4,0.29,0.15,Insulation Weak
2019,July ,23,293,5.61,1.7,44.51,22.81,Insulation Weak
2019,July ,0.12,240,0.45,0.37,0.29,0.15,Bush Jam
2019,July ,0.75,206,2.4,0.7,8.15,4.17,Over Load
2019,July ,0.9,385,0.61,0.2,0.53,0.27,Over Load
2019,July ,1.1,371,2.8,1.7,11.09,5.68,Water Penetration
2019,July ,0.12,238,0.45,0.39,0.29,0.15,Bush Jam
2019,July ,0.25,221,0.5,0.3,0.35,0.18,Over Load
2019,August ,0.4,364,3,1.8,12.73,6.52,Over Load
2019,August ,0.12,329,0.54,0.4,0.41,0.21,Insulation Weak
2019,August ,0.37,345,2.9,1,11.89,6.09,Over Load
2019,August ,0.37,283,1.25,0.8,2.21,1.13,Bearing Damage
2019,August ,0.55,324,1.12,,1.77,0.91,Phase Missing
2019,August ,0.55,304,1.12,0.9,1.77,0.91,Water Penetration
2019,August ,0.5,320,3,2,12.73,6.52,Over Load
2019,August ,0.4,264,3,1.5,12.73,6.52,Over Load
2019,August ,0.5,390,3,1,12.73,6.52,Bearing Jam
2019,August ,0.08,390,0.34,0.29,0.16,0.08,Bearing Jam
2019,August ,5,225,,2,0.00,0.00,Rotor wire Damage
2019,August ,0.08,365,0.34,0.29,0.16,0.08,Insulation Weak
2019,August ,0.08,264,0.34,0.27,0.16,0.08,Insulation Weak
2019,August ,1.5,215,3.15,2.4,14.03,7.19,Bearing Damage
2019,August ,0.08,346,0.34,0.28,0.16,0.08,Insulation Weak
2019,August ,1.1,371,2.13,1.7,6.42,3.29,Over Load
2019,August ,5.5,311,10,,141.42,72.47,Bearing Damage
2019,August ,0.08,365,0.34,0.29,0.16,0.08,Insulation Weak
2019,August ,0.12,386,0.54,0.3,0.41,0.21,Bush Jam
2019,August ,1.75,231,3.5,2.1,17.32,8.88,Bearing Jam
2019,August ,0.75,387,5,2.3,35.36,18.12,Insulation Weak
2019,August ,0.08,225,0.34,0.26,0.16,0.08,Insulation Weak
2019,August ,0.55,373,1.12,0.9,1.77,0.91,Water Penetration
2019,August ,,205,,0.12,0.00,0.00,Insulation Weak
2019,August ,,258,,,0.00,0.00,Water Penetration
2019,August ,0.08,278,0.34,0.3,0.16,0.08,Insulation Weak
2019,August ,0.08,374,0.34,0.28,0.16,0.08,Insulation Weak
2019,August ,,203,,,0.00,0.00,Over Load
2019,August ,4,223,9.2,,119.70,61.34,Water Penetration
2019,August ,,352,,0.3,0.00,0.00,Over Load
2019,September ,0.25,237,1.1,0.6,1.71,0.88,Over Load
2019,September ,1.5,323,3.92,,21.73,11.14,Bearing Damage
2019,September ,2.2,334,4.6,2,29.92,15.34,Over Load
2019,September ,23,302,5.61,1.7,44.51,22.81,Insulation Weak
2019,September ,0.08,379,0.34,0.29,0.16,0.08,Insulation Weak
2019,September ,0.12,320,0.54,0.4,0.41,0.21,Water Penetration
2019,September ,0.06,396,0.12,0.1,0.02,0.01,Insulation Weak
2019,September ,0.75,228,5,3,35.36,18.12,Water Penetration
2019,September ,1.5,259,3.4,2.5,16.35,8.38,Phase Missing
2019,September ,1.5,214,3.4,2.4,16.35,8.38,Over Load
2019,September ,0.12,317,0.54,0.4,0.41,0.21,Bush Jam
2019,September ,0.5,368,1.1,0.6,1.71,0.88,Oil Penetration
2019,September ,11,215,18.5,6.2,484.01,248.04,Rotor Shaft Damage
2019,September ,11,227,18.5,8,484.01,248.04,Rotor Shaft Damage
2019,September ,0.12,204,0.54,3.8,0.41,0.21,Bush Jam
2019,September ,,286,,0.1,0.00,0.00,Insulation Weak
2019,September ,1.75,357,3.4,1.8,16.35,8.38,Water Penetration
2019,September ,0.37,358,1.05,0.8,1.56,0.80,Over Load
2019,September ,1.75,247,3.4,1.8,16.35,8.38,Water Penetration
2019,September ,2.2,245,4.6,1.8,29.92,15.34,Water Penetration
2019,September ,0.08,263,0.34,0.29,0.16,0.08,Insulation Weak
